"IF_Key","Length","Name","Date","Water","Sarea","ShrLen","Altitude","NYTME","NYTMN","Region","GearType","Age"
201665,118,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",3
201666,117,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",4
201668,141,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",3
201672,155,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",4
201673,150,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",4
201674,165,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",5
201675,168,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",6
201676,166,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",6
201677,173,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",5
201678,180,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",7
201667,127,"Pumpkinseed",5/18/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",3
201822,136,"Pumpkinseed",5/19/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",3
201825,162,"Pumpkinseed",5/19/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",5
201827,175,"Pumpkinseed",5/19/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",5
201826,175,"Pumpkinseed",5/19/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",6
201823,137,"Pumpkinseed",5/19/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",3
201821,123,"Pumpkinseed",5/19/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",3
201824,143,"Pumpkinseed",5/19/1994 0:00:00,"Lake Superior",187.72,3.59,1264.00,5103.00,46123.00,"3","Electrofishing (Boat)",3
203024,184,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203069,162,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203015,168,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203016,168,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203017,166,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203018,164,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203019,171,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203020,170,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203014,166,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203021,175,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",5
203022,170,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203023,179,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203025,185,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203026,188,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203027,157,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203062,135,"Redbreast Sunfish",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203063,167,"Redbreast Sunfish",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203064,136,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203065,146,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203066,145,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203013,153,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203068,165,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203002,130,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
203070,160,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203071,172,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203072,187,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",5
203067,144,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
202996,108,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
202985,67,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
202986,77,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
202987,77,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
202988,77,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
202989,74,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
202990,83,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
202991,88,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
202992,82,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
202993,81,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
203004,146,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
202995,95,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
203012,158,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203006,148,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203011,150,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203010,157,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203009,159,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
202994,90,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",1
203007,148,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
202997,115,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
203005,145,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203003,138,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203001,133,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
203000,133,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
202999,131,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
202998,123,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
203008,149,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",2
203195,195,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",5
203196,198,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203225,151,"Pumpkinseed",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",3
203191,79,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",0
203194,184,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",4
203193,183,"Bluegill",10/4/1994 0:00:00,"Chadwick Lake",211.18,3.72,453.00,5775.00,46018.00,"3","Electrofishing (Boat)",5
203544,143,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203559,156,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",6
203558,138,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",6
203557,173,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203555,167,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",6
203549,137,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203548,147,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203547,127,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203560,163,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203545,157,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203563,100,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203540,137,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203533,61,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",2
203532,138,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203531,175,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",6
203527,153,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203546,105,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203578,155,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203597,41,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",1
203596,38,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",1
203595,142,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203594,117,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203592,143,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203591,195,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203561,193,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203580,123,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203524,37,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",1
203577,170,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203576,213,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203570,165,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203567,163,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203553,52,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",2
203562,114,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203589,145,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203401,150,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203486,121,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",3
203485,133,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203484,183,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203483,175,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203482,208,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",8
203419,60,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",2
203417,51,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",2
203487,153,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203402,132,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203398,118,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203399,135,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203521,123,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203397,132,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",3
203556,58,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",2
203377,105,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",2
203375,156,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",6
203374,168,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203403,143,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203509,143,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203390,192,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203491,156,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203510,125,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203520,143,"Pumpkinseed",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203507,178,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",7
203506,165,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203505,180,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",6
203504,167,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",6
203499,67,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",2
203498,111,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203497,125,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203496,133,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",4
203500,75,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",3
203493,142,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",5
203511,101,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",3
203495,167,"Bluegill",5/9/1995 0:00:00,"Canopus Lake",103.74,4.03,914.00,5976.00,45905.00,"3","Electrofishing (Boat)",6
5517,192,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5518,127,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5519,138,"Pumpkinseed",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5520,167,"Pumpkinseed",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5521,206,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",5
5524,124,"Pumpkinseed",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",3
5501,179,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5531,128,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",3
5508,184,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",5
5526,214,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",5
5513,100,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5500,163,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5512,142,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",3
5502,192,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5509,190,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5505,202,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",6
5504,166,"Pumpkinseed",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5532,205,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5527,181,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5510,197,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5530,87,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",1
5538,167,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5549,163,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5534,175,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5592,134,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",3
5586,133,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5584,213,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",5
5583,175,"Pumpkinseed",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",6
5578,87,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5605,109,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5577,88,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5576,87,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5575,109,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5574,105,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",2
5571,178,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",4
5582,168,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",3
5604,175,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",5
5570,186,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",5
5610,143,"Bluegill",5/25/1995 0:00:00,"Chodikee Lake",63.23,1.30,287.00,5844.00,46248.00,"3","Electrofishing (Boat)",3
